lemma;id;pos;gloss;Russian gloss
блекотати;140719;V-;bleat;блеять
ближе;144325;Df;closer;ближе
ближьнии;124672;A-;neighbour, next of kin, intimate;сосед, ближайший родственник, близкий человек
близъ;122816;R-;close, nearby, near, by;близко, вблизи, около, у
блинцы;136201;Nb;pancakes;блины
блинъ;135694;Nb;pancake;блин
блистание;134728;Nb;glitter, shine;блеск, сияние
блистаница;132250;Nb;luminary;светило
блистати;131972;V-;blaze, radiant;блистать, сиять
бояти;123661;V-;refl.: be afraid of;refl.: бояться
брага;136458;Nb;kind of homebrew, flour solution with water and malt for vodka;брага, раствор муки с водой и солодом для хлебного вина
брада;130149;Nb;beard;борода
бражничати;135347;V-;booze;пьянствовать
бражьникъ;135384;Nb;drunkard;пьяница
бражьныи;135735;A-;homebrewer;бражный
бракъ;123279;Nb;matrimony, wedding;супружество, свадьба
бранивати;137249;V-;refl.: swear (at);refl.: ругаться
бранити;125053;V-;scold, refl.: argue (with);ругать, refl.: ругаться
брань;120876;Nb;battle, quarrel;битва, ругань
браньныи;134910;A-;military;военный
братеникъ;143385;Nb;brother;брат
братина;135982;Nb;beverage bucket;ковш для напитков
братолюбивыи;132903;A-;who loves fellow man;любящий ближнего
братолюбие;131564;Nb;agape;любовь к ближнему
братолюбьство;136095;Nb;agape;любовь к ближнему
братоненавидѣние;132318;Nb;hatred of fellow man;ненависть к ближнему
братьць;134178;Nb;brother;братец
брачение;130823;Nb;wedding;бракосочетание
брачьныи;123252;A-;marriage;брачный
брашьно;124545;Nb;food, viand;пища, яства
бревеньныи;136909;A-;made from log;сделанный из бревна
брежение;135004;Nb;thrift, saving;бережливость, сбережение
брежьныи;136621;A-;careful;бережный
брести;139662;V-;plod;брести
брещи;143361;V-;defend;защищать
брити;143905;V-;shave;брить
бритобрадьць;142666;Nb;the one who shaved his beard;тот, кто сбрил бороду
бродити;131088;V-;roam, wade;бродить, ходить вброд
бродъ;130766;Nb;ford;брод
бродьня;140450;Nb;roaming, wading;действие по глаголу бродить
бросати;140554;V-;throw;бросать
бросити;138817;V-;throw;бросить
брусничьныи;136239;A-;of lingonberry;брусничный
бръня;125230;Nb;armour;воинске доспехи
брьвьно;136905;Nb;log;бревно
брѣгъ;133119;Nb;shore;берег
брѣмя;138766;Nb;load, burden;груз, бремя
брѣщи;130535;V-;take care (of);беречь
брюхатыи;143658;A-;pregnant;беременная
брюхо;139289;Nb;stomach;живот
бряньскыи;143564;A-;of Bryansk;брянский
брячина;134662;Nb;silk cloth;шёлковая ткань
бубънъ;132735;Nb;tambourine;бубен
будити;135772;V-;wake;будить
будьто;138968;Df;as if;будто
будьто;142688;Dq;as if;будто
буесть;133584;Nb;arrogance;заносчивость
бужане;123056;Nb;Buzhans;бужане
буи;133120;A-;audacious;дерзкий
буиволъ;143843;Nb;buffalo;буйвол
буивольныи;143547;A-;buff;буйволиный
букы;121273;Nb;written language;письменность
булатьныи;143784;A-;damask;булатный
булгакъ;144206;Nb;rebellion;мятеж
бурчевичь;141393;A-;Burchevich;Бурчевич
бутовъ;143898;A-;Buta's;Бутов
бутхана;143892;Nb;Buddhist temple;буддийский храм
бухоныи;135685;A-;soft, lush;мягкий, пышный
бъдрость;141297;Nb;zeal;усердие
бъдръствовати;140091;V-;to be vigilant;быть бдительным
бъдрыи;132573;A-;cheerful, courageous;бодрый, смелый
бъдѣние;132129;Nb;wake, vigil;бодрствование
бъдѣти;133079;V-;be awake, take care of;бодрствовать, заботиться
бъздра;134641;Nb;bit;удила
българе;121229;Nb;Bulgarians;болгары
българыни;129787;Nb;Bulgarians;болгары
българьскыи;122674;A-;Bulgarian;болгарский
бързии;137125;A-;quickly;быстро
бързо;137523;Df;quicklz, fast;быстро
бъчела;135081;Nb;bee;пчела
бъчелъка;132527;Nb;barrel;бочка
бъчьвь;142842;Nb;barrel;бочка
бъчька;136122;Nb;barrel;бочка
бывати;123280;V-;be, happen, come;бывать, происходить, приходить
быкъ;130737;Nb;bull;бык
быстро;134865;Df;quickly;быстро
быстрыи;134663;A-;fast;быстрый
бытие;130039;Nb;being, beginning;бытие, возникновение
бьрковьскъ;144022;Nb;measure of weight;мера веса
бьсиръ;125016;Nb;gem, pearls;драгоценный камень, жемчуг
бѣгати;130017;V-;run away, avoid, escape, run;убегать, избегать, сбегать, бегать
бѣгъ;138732;Nb;movement;движение
бѣдити;142882;V-;persuade;уговаривать
бѣдность;139817;Nb;poverty;бедность
бѣдьныи;124079;A-;unhappy, poor;несчастный, бедный
бѣдьствовати;141135;V-;suffer;страдать
бѣжати;125402;V-;run away, escape, run;убежать, сбежать, бежать
бѣла;130563;Nb;squirrel (monetary unit);беличий мех (денежная единица)
бѣленькыи;135899;A-;clean;чистый
бѣлъка;136111;Nb;squirrel;белка, мех белки
бѣлогородьскыи;137754;A-;(of) Belgorod;белгородский
бѣлозерьць;132421;Nb;citizen of Belozersk;белозерец
бѣлужина;136251;Nb;meat of beluga;белужина
бѣлъгородьскыи;132947;A-;(of) Belgorod;белгородский
бѣлыи;122679;A-;white, clean;белый, чистый
бѣсити;139036;V-;refl.: rampage;refl.: буйствовать
бѣсование;131954;Nb;madness;сумасшествие
бѣсовьскыи;123292;A-;demonic, pagan;бесовский, языческий
бѣсослужение;130352;Nb;idolatry;идолопоклонство
бѣсъ;129689;Nb;demon;бес
бѣсьновати;140579;V-;rage;буйствовать
бѣсьныи;139628;A-;demoniac;бесноватый
бѣшеныи;130106;A-;mad;бешеный
ва;131677;Pp;you two;вы двое
ваалъ;130372;Ne;Baal;Баал
вабити;124636;V-;invite;приглашать
вавилонъ;122582;Ne;Babylon;Вавилон
вавилонянинъ;123503;Nb;Babylonian;вавилонянин
вакѣевъ;133600;A-;Vakey's;Вакеев
валити;140513;V-;through down, refl: fall down;валить
валяти;135683;V-;roll dough into bread, refl: lie about;скатывать тесто в хлеб, валяться
вандышь;136232;Nb;whitebait;снеток
варвара;134697;Ne;Barbara;Варвара
варганъ;143202;Nb;marching drum musical insrtrument;походный ударный музыкальный инструмент
варимантия;133019;Nb;cloak made of heavy fabric;мантия из тяжёлой ткани
варинъ;134576;Ne;Varin;Варин
варити;125142;V-;let know beforehead, cook;предупредить, варить
варламъ;132134;Ne;Varlaam;Варлам
варнава;140966;Ne;Barnabas;Варнава
варовыи;136342;A-;warm;утеплённый
варсонофии;140365;Ne;Barsonuphius;Варсонофий
варъ;144157;Nb;heat;жар, зной
варъваръ;139899;Nb;barbarian;варвар
варъварьскыи;139265;A-;barbaric;варварский
варьница;137013;Nb;special house for producing something;постройка, оборудованная для изготовления чего-либо
варьныи;143717;A-;hot;жаркий, знойный
варя;136539;Nb;place for cooking drinks;место для варки напитков
василиевичь;123882;A-;Vasilevich;Васильевич
василиевъ;121145;A-;Basil's;Васильев
васильковичь;133787;A-;Vasilkovich;Василькович
васильковъ;133764;A-;Vasilyok's;Васильков
вашь;120854;Ps;your;ваш
вдаль;136509;Df;into the distance;вдаль, вдали
ведерьце;137090;Nb;small bucket;ведёрце
ведро;133198;Nb;bucket;ведро
везти;131407;V-;carry;везти
велерѣчевати;134746;V-;slander;клеветать
великолуцкыи;141156;A-;velikolutsky;великолуцкий
великолѣпие;143161;Nb;grandeur;величие
великосредьныи;140898;A-;middle (finger);средний (о пальце на руке)
величавыи;133121;A-;stately;величественный
величание;132489;Nb;vanity;тщеславие
величати;124837;V-;praise, refl: brag;восхвалять, refl: хвастаться
величие;121266;Nb;greatness;величие
величина;140496;Nb;size;величина
величьствие;138709;Nb;greatness;величие
величьство;138665;Nb;big size, greatness;большой размер, величие
велъгласьно;133315;Df;in a loud voice;громогласно
вельблудъ;133045;Nb;camel;верблюд
вельзавелинъ;142884;A-;satanic;дьявольский
вельми;124600;Df;very (with verbs: very much);очень (с глаголами: очень сильно)
вельможа;125498;Nb;grandee;вельможа
велѣние;135963;Nb;order;приказ
велѣти;120892;V-;order;приказать
венедици;124237;Nb;Venetian;венецианцы
вепрь;134021;Nb;wild boar;вепрь
верблюдъ;144137;Nb;camel;верблюд
веревка;136831;Nb;rope;верёвка
вередити;134023;V-;injure;повредить
верещати;144466;V-;squeal;верещать
веселие;130069;Nb;merriment;веселье
веселити;125589;V-;amuse, refl: have fun;веселить, refl: веселиться
веселовати;142607;V-;amuse;веселить
веселыи;134929;A-;cheerful;весёлый
весло;134805;Nb;oar;весло
весна;129843;Nb;spring;весна
весовои;140930;A-;weight;весовой
вести;125595;V-;lead, take;вести
ветчинка;139405;Nb;ham;ветчинка
ветшаныи;135410;A-;shabby;ветхий
ветъхыи;124463;A-;tumbledown, old;ветхий, старый
ветъчиньныи;136656;A-;of ham;ветчинный
ветъшина;136261;Nb;ham;ветчина
вечеръ;123541;Nb;evening;вечер
вечеръ;132558;Df;yesterday at night;вчера вечером
вечерьнии;134699;A-;evening;вечерний
вечерьня;133981;Nb;vespers;вечерня
вечеря;142838;Nb;supper;ужин
влѣщи;131048;V-;drag;волочить
вобче;138084;Df;together;вместе
